facility_id,facility_name,city,facility_type,total_beds
F01452,Healthcare Facility 1452,Jhansi,Diagnostic Center,413
F01453,Healthcare Facility 1453,Indore,Clinic,354
F01454,Healthcare Facility 1454,Delhi,Clinic,239
F01455,Healthcare Facility 1455,Jhansi,Hospital,251
F01456,Healthcare Facility 1456,Bhopal,Diagnostic Center,452
F01457,Healthcare Facility 1457,Bhopal,Specialty Center,313
F01458,Healthcare Facility 1458,Indore,Hospital,474
F01459,Healthcare Facility 1459,Delhi,Specialty Center,161
F01460,Healthcare Facility 1460,Jaipur,Clinic,270
F01461,Healthcare Facility 1461,Jaipur,Specialty Center,433
F01462,Healthcare Facility 1462,Jaipur,Clinic,315
F01463,Healthcare Facility 1463,Agra,Specialty Center,159
F01464,Healthcare Facility 1464,Bhopal,Specialty Center,495
F01465,Healthcare Facility 1465,Agra,Diagnostic Center,161
F01466,Healthcare Facility 1466,Morena,Specialty Center,148
F01467,Healthcare Facility 1467,Gwalior,Hospital,343
F01468,Healthcare Facility 1468,Jaipur,Diagnostic Center,324
F01469,Healthcare Facility 1469,Morena,Hospital,37
F01470,Healthcare Facility 1470,Gwalior,Specialty Center,262
F01471,Healthcare Facility 1471,Indore,Specialty Center,183
F01472,Healthcare Facility 1472,Bhopal,Diagnostic Center,339
F01473,Healthcare Facility 1473,Gwalior,Clinic,115
F01474,Healthcare Facility 1474,Jhansi,Diagnostic Center,47
F01475,Healthcare Facility 1475,Gwalior,Clinic,495
F01476,Healthcare Facility 1476,Delhi,Clinic,249
F01477,Healthcare Facility 1477,Gwalior,Specialty Center,435
F01478,Healthcare Facility 1478,Delhi,Hospital,475
F01479,Healthcare Facility 1479,Gwalior,Diagnostic Center,44
F01480,Healthcare Facility 1480,Delhi,Diagnostic Center,194
F01481,Healthcare Facility 1481,Bhopal,Specialty Center,423
F01482,Healthcare Facility 1482,Bhopal,Specialty Center,180
F01483,Healthcare Facility 1483,Jhansi,Diagnostic Center,49
F01484,Healthcare Facility 1484,Gwalior,Diagnostic Center,184
F01485,Healthcare Facility 1485,Indore,Hospital,227
F01486,Healthcare Facility 1486,Indore,Specialty Center,456
F01487,Healthcare Facility 1487,Agra,Hospital,492
F01488,Healthcare Facility 1488,Indore,Specialty Center,121
F01489,Healthcare Facility 1489,Jhansi,Specialty Center,392
F01490,Healthcare Facility 1490,Bhopal,Hospital,125
F01491,Healthcare Facility 1491,Morena,Clinic,349
F01492,Healthcare Facility 1492,Indore,Clinic,88
F01493,Healthcare Facility 1493,Morena,Clinic,27
F01494,Healthcare Facility 1494,Delhi,Specialty Center,142
F01495,Healthcare Facility 1495,Agra,Hospital,372
F01496,Healthcare Facility 1496,Jhansi,Clinic,120
F01497,Healthcare Facility 1497,Jhansi,Diagnostic Center,20
F01498,Healthcare Facility 1498,Jaipur,Clinic,370
F01499,Healthcare Facility 1499,Delhi,Hospital,26
F01500,Healthcare Facility 1500,Gwalior,Specialty Center,337
F01501,Healthcare Facility 1501,Indore,Hospital,130
F01502,Healthcare Facility 1502,Jhansi,Specialty Center,362
F01503,Healthcare Facility 1503,Bhopal,Hospital,205
F01504,Healthcare Facility 1504,Agra,Hospital,235
F01505,Healthcare Facility 1505,Delhi,Diagnostic Center,481
F01506,Healthcare Facility 1506,Delhi,Clinic,362
F01507,Healthcare Facility 1507,Morena,Clinic,142
F01508,Healthcare Facility 1508,Gwalior,Hospital,220
F01509,Healthcare Facility 1509,Delhi,Clinic,27
F01510,Healthcare Facility 1510,Jhansi,Diagnostic Center,83
F01511,Healthcare Facility 1511,Morena,Hospital,155
F01512,Healthcare Facility 1512,Agra,Clinic,406
F01513,Healthcare Facility 1513,Delhi,Clinic,402
F01514,Healthcare Facility 1514,Jaipur,Specialty Center,205
F01515,Healthcare Facility 1515,Jaipur,Clinic,146
F01516,Healthcare Facility 1516,Morena,Clinic,435
F01517,Healthcare Facility 1517,Jaipur,Specialty Center,391
F01518,Healthcare Facility 1518,Jhansi,Hospital,471
F01519,Healthcare Facility 1519,Gwalior,Hospital,68
F01520,Healthcare Facility 1520,Jhansi,Diagnostic Center,185
F01521,Healthcare Facility 1521,Bhopal,Specialty Center,405
F01522,Healthcare Facility 1522,Jaipur,Hospital,146
F01523,Healthcare Facility 1523,Jhansi,Clinic,412
F01524,Healthcare Facility 1524,Agra,Clinic,321
F01525,Healthcare Facility 1525,Delhi,Clinic,340
F01526,Healthcare Facility 1526,Jhansi,Diagnostic Center,196
F01527,Healthcare Facility 1527,Morena,Hospital,222
F01528,Healthcare Facility 1528,Delhi,Specialty Center,176
F01529,Healthcare Facility 1529,Bhopal,Hospital,365
F01530,Healthcare Facility 1530,Jhansi,Specialty Center,238
F01531,Healthcare Facility 1531,Delhi,Specialty Center,304
F01532,Healthcare Facility 1532,Delhi,Hospital,308
F01533,Healthcare Facility 1533,Morena,Clinic,47
F01534,Healthcare Facility 1534,Jhansi,Clinic,370
F01535,Healthcare Facility 1535,Bhopal,Specialty Center,102
F01536,Healthcare Facility 1536,Agra,Clinic,131
F01537,Healthcare Facility 1537,Morena,Diagnostic Center,173
F01538,Healthcare Facility 1538,Indore,Diagnostic Center,389
F01539,Healthcare Facility 1539,Bhopal,Specialty Center,48
F01540,Healthcare Facility 1540,Bhopal,Clinic,414
F01541,Healthcare Facility 1541,Delhi,Specialty Center,499
F01542,Healthcare Facility 1542,Gwalior,Diagnostic Center,232
F01543,Healthcare Facility 1543,Gwalior,Diagnostic Center,121
F01544,Healthcare Facility 1544,Jhansi,Diagnostic Center,437
F01545,Healthcare Facility 1545,Agra,Hospital,379
F01546,Healthcare Facility 1546,Delhi,Diagnostic Center,233
F01547,Healthcare Facility 1547,Gwalior,Clinic,323
F01548,Healthcare Facility 1548,Morena,Hospital,174
F01549,Healthcare Facility 1549,Jhansi,Diagnostic Center,399
F01550,Healthcare Facility 1550,Agra,Clinic,219
F01551,Healthcare Facility 1551,Delhi,Diagnostic Center,187
F01552,Healthcare Facility 1552,Jaipur,Clinic,257
F01553,Healthcare Facility 1553,Morena,Clinic,178
F01554,Healthcare Facility 1554,Gwalior,Diagnostic Center,212
F01555,Healthcare Facility 1555,Gwalior,Diagnostic Center,186
F01556,Healthcare Facility 1556,Gwalior,Hospital,245
F01557,Healthcare Facility 1557,Gwalior,Diagnostic Center,386
F01558,Healthcare Facility 1558,Bhopal,Clinic,270
F01559,Healthcare Facility 1559,Jaipur,Specialty Center,299
F01560,Healthcare Facility 1560,Agra,Hospital,495
F01561,Healthcare Facility 1561,Agra,Clinic,471
F01562,Healthcare Facility 1562,Gwalior,Clinic,485
F01563,Healthcare Facility 1563,Agra,Specialty Center,240
F01564,Healthcare Facility 1564,Jaipur,Diagnostic Center,42
F01565,Healthcare Facility 1565,Morena,Clinic,208
F01566,Healthcare Facility 1566,Morena,Specialty Center,430
F01567,Healthcare Facility 1567,Indore,Specialty Center,291
F01568,Healthcare Facility 1568,Agra,Diagnostic Center,448
F01569,Healthcare Facility 1569,Gwalior,Specialty Center,46
F01570,Healthcare Facility 1570,Delhi,Specialty Center,476
F01571,Healthcare Facility 1571,Jaipur,Specialty Center,408
F01572,Healthcare Facility 1572,Gwalior,Specialty Center,462
F01573,Healthcare Facility 1573,Bhopal,Specialty Center,475
F01574,Healthcare Facility 1574,Jhansi,Specialty Center,229
F01575,Healthcare Facility 1575,Delhi,Clinic,54
F01576,Healthcare Facility 1576,Jaipur,Hospital,217
F01577,Healthcare Facility 1577,Bhopal,Diagnostic Center,490
F01578,Healthcare Facility 1578,Agra,Hospital,193
F01579,Healthcare Facility 1579,Bhopal,Diagnostic Center,237
F01580,Healthcare Facility 1580,Agra,Hospital,75
F01581,Healthcare Facility 1581,Bhopal,Diagnostic Center,402
F01582,Healthcare Facility 1582,Delhi,Specialty Center,171
F01583,Healthcare Facility 1583,Bhopal,Hospital,413
F01584,Healthcare Facility 1584,Gwalior,Hospital,482
F01585,Healthcare Facility 1585,Agra,Diagnostic Center,57
F01586,Healthcare Facility 1586,Morena,Diagnostic Center,487
F01587,Healthcare Facility 1587,Bhopal,Clinic,496
F01588,Healthcare Facility 1588,Agra,Specialty Center,217
F01589,Healthcare Facility 1589,Morena,Specialty Center,451
F01590,Healthcare Facility 1590,Agra,Clinic,28
F01591,Healthcare Facility 1591,Jhansi,Diagnostic Center,197
F01592,Healthcare Facility 1592,Indore,Specialty Center,344
F01593,Healthcare Facility 1593,Agra,Diagnostic Center,195
F01594,Healthcare Facility 1594,Jhansi,Specialty Center,442
F01595,Healthcare Facility 1595,Morena,Hospital,486
F01596,Healthcare Facility 1596,Morena,Hospital,280
F01597,Healthcare Facility 1597,Delhi,Specialty Center,103
F01598,Healthcare Facility 1598,Jaipur,Specialty Center,158
F01599,Healthcare Facility 1599,Indore,Specialty Center,261
F01600,Healthcare Facility 1600,Bhopal,Clinic,335
F01601,Healthcare Facility 1601,Bhopal,Specialty Center,174
F01602,Healthcare Facility 1602,Indore,Clinic,240
F01603,Healthcare Facility 1603,Agra,Clinic,154
F01604,Healthcare Facility 1604,Indore,Hospital,207
F01605,Healthcare Facility 1605,Gwalior,Specialty Center,197
F01606,Healthcare Facility 1606,Jhansi,Hospital,86
F01607,Healthcare Facility 1607,Gwalior,Hospital,88
F01608,Healthcare Facility 1608,Jaipur,Clinic,458
F01609,Healthcare Facility 1609,Agra,Diagnostic Center,96
F01610,Healthcare Facility 1610,Delhi,Clinic,419
F01611,Healthcare Facility 1611,Morena,Hospital,393
F01612,Healthcare Facility 1612,Agra,Clinic,31
F01613,Healthcare Facility 1613,Jhansi,Clinic,302
F01614,Healthcare Facility 1614,Bhopal,Clinic,265
F01615,Healthcare Facility 1615,Gwalior,Specialty Center,256
F01616,Healthcare Facility 1616,Jhansi,Clinic,271
F01617,Healthcare Facility 1617,Gwalior,Hospital,436
F01618,Healthcare Facility 1618,Gwalior,Clinic,226
F01619,Healthcare Facility 1619,Delhi,Specialty Center,360
F01620,Healthcare Facility 1620,Bhopal,Hospital,127
F01621,Healthcare Facility 1621,Delhi,Clinic,228
F01622,Healthcare Facility 1622,Morena,Hospital,330
F01623,Healthcare Facility 1623,Agra,Specialty Center,327
F01624,Healthcare Facility 1624,Agra,Diagnostic Center,312
F01625,Healthcare Facility 1625,Indore,Specialty Center,132
F01626,Healthcare Facility 1626,Gwalior,Specialty Center,395
F01627,Healthcare Facility 1627,Indore,Hospital,34
F01628,Healthcare Facility 1628,Gwalior,Hospital,359
F01629,Healthcare Facility 1629,Morena,Diagnostic Center,102
F01630,Healthcare Facility 1630,Jhansi,Diagnostic Center,84
F01631,Healthcare Facility 1631,Delhi,Diagnostic Center,471
F01632,Healthcare Facility 1632,Jaipur,Specialty Center,22
F01633,Healthcare Facility 1633,Jaipur,Specialty Center,475
F01634,Healthcare Facility 1634,Jaipur,Diagnostic Center,380
F01635,Healthcare Facility 1635,Bhopal,Diagnostic Center,255
F01636,Healthcare Facility 1636,Morena,Diagnostic Center,408
F01637,Healthcare Facility 1637,Agra,Clinic,412
F01638,Healthcare Facility 1638,Agra,Clinic,148
F01639,Healthcare Facility 1639,Delhi,Diagnostic Center,266
F01640,Healthcare Facility 1640,Indore,Specialty Center,254
F01641,Healthcare Facility 1641,Morena,Hospital,49
F01642,Healthcare Facility 1642,Bhopal,Specialty Center,90
F01643,Healthcare Facility 1643,Morena,Hospital,489
F01644,Healthcare Facility 1644,Morena,Diagnostic Center,167
F01645,Healthcare Facility 1645,Delhi,Clinic,112
F01646,Healthcare Facility 1646,Jhansi,Clinic,302
F01647,Healthcare Facility 1647,Bhopal,Hospital,236
F01648,Healthcare Facility 1648,Jaipur,Diagnostic Center,257
F01649,Healthcare Facility 1649,Agra,Clinic,246
F01650,Healthcare Facility 1650,Jhansi,Diagnostic Center,238
F01651,Healthcare Facility 1651,Gwalior,Diagnostic Center,338
F01652,Healthcare Facility 1652,Indore,Hospital,478
F01653,Healthcare Facility 1653,Jaipur,Diagnostic Center,356
F01654,Healthcare Facility 1654,Bhopal,Diagnostic Center,50
F01655,Healthcare Facility 1655,Agra,Hospital,485
F01656,Healthcare Facility 1656,Jaipur,Clinic,422
F01657,Healthcare Facility 1657,Jhansi,Specialty Center,133
F01658,Healthcare Facility 1658,Jhansi,Diagnostic Center,121
F01659,Healthcare Facility 1659,Delhi,Hospital,112
F01660,Healthcare Facility 1660,Indore,Clinic,226
F01661,Healthcare Facility 1661,Bhopal,Diagnostic Center,465
F01662,Healthcare Facility 1662,Bhopal,Specialty Center,410
F01663,Healthcare Facility 1663,Agra,Clinic,248
F01664,Healthcare Facility 1664,Agra,Hospital,440
F01665,Healthcare Facility 1665,Morena,Diagnostic Center,90
F01666,Healthcare Facility 1666,Jhansi,Hospital,361
F01667,Healthcare Facility 1667,Morena,Specialty Center,479
F01668,Healthcare Facility 1668,Bhopal,Specialty Center,155
F01669,Healthcare Facility 1669,Gwalior,Hospital,460
F01670,Healthcare Facility 1670,Delhi,Diagnostic Center,485
F01671,Healthcare Facility 1671,Agra,Hospital,303
F01672,Healthcare Facility 1672,Morena,Clinic,357
F01673,Healthcare Facility 1673,Delhi,Hospital,370
F01674,Healthcare Facility 1674,Indore,Specialty Center,36
F01675,Healthcare Facility 1675,Jaipur,Diagnostic Center,234
F01676,Healthcare Facility 1676,Jaipur,Diagnostic Center,414
F01677,Healthcare Facility 1677,Jhansi,Specialty Center,418
F01678,Healthcare Facility 1678,Bhopal,Specialty Center,433
F01679,Healthcare Facility 1679,Agra,Clinic,263
F01680,Healthcare Facility 1680,Jhansi,Specialty Center,114
F01681,Healthcare Facility 1681,Jaipur,Specialty Center,140
F01682,Healthcare Facility 1682,Indore,Specialty Center,25
F01683,Healthcare Facility 1683,Agra,Diagnostic Center,287
F01684,Healthcare Facility 1684,Morena,Specialty Center,106
F01685,Healthcare Facility 1685,Jaipur,Hospital,208
F01686,Healthcare Facility 1686,Gwalior,Hospital,122
F01687,Healthcare Facility 1687,Jaipur,Diagnostic Center,123
F01688,Healthcare Facility 1688,Agra,Clinic,439
F01689,Healthcare Facility 1689,Gwalior,Clinic,310
F01690,Healthcare Facility 1690,Delhi,Diagnostic Center,86
F01691,Healthcare Facility 1691,Jaipur,Hospital,125
F01692,Healthcare Facility 1692,Agra,Diagnostic Center,267
F01693,Healthcare Facility 1693,Jaipur,Specialty Center,367
F01694,Healthcare Facility 1694,Jaipur,Diagnostic Center,226
F01695,Healthcare Facility 1695,Agra,Clinic,224
F01696,Healthcare Facility 1696,Gwalior,Hospital,338
F01697,Healthcare Facility 1697,Morena,Clinic,102
F01698,Healthcare Facility 1698,Indore,Clinic,443
F01699,Healthcare Facility 1699,Jaipur,Hospital,101
F01700,Healthcare Facility 1700,Bhopal,Specialty Center,306
F01701,Healthcare Facility 1701,Delhi,Hospital,56
F01702,Healthcare Facility 1702,Agra,Hospital,232
F01703,Healthcare Facility 1703,Jaipur,Diagnostic Center,152
F01704,Healthcare Facility 1704,Indore,Hospital,134
F01705,Healthcare Facility 1705,Morena,Diagnostic Center,396
F01706,Healthcare Facility 1706,Agra,Clinic,484
F01707,Healthcare Facility 1707,Jhansi,Hospital,230
F01708,Healthcare Facility 1708,Jaipur,Specialty Center,151
F01709,Healthcare Facility 1709,Delhi,Diagnostic Center,393
F01710,Healthcare Facility 1710,Bhopal,Diagnostic Center,173
F01711,Healthcare Facility 1711,Agra,Specialty Center,427
F01712,Healthcare Facility 1712,Jaipur,Diagnostic Center,442
F01713,Healthcare Facility 1713,Gwalior,Diagnostic Center,459
F01714,Healthcare Facility 1714,Morena,Specialty Center,457
F01715,Healthcare Facility 1715,Bhopal,Clinic,313
F01716,Healthcare Facility 1716,Agra,Hospital,385
F01717,Healthcare Facility 1717,Jaipur,Hospital,201
F01718,Healthcare Facility 1718,Bhopal,Hospital,166
F01719,Healthcare Facility 1719,Gwalior,Hospital,241
F01720,Healthcare Facility 1720,Agra,Hospital,301
F01721,Healthcare Facility 1721,Jhansi,Hospital,146
F01722,Healthcare Facility 1722,Bhopal,Diagnostic Center,327
F01723,Healthcare Facility 1723,Agra,Hospital,222
F01724,Healthcare Facility 1724,Jhansi,Diagnostic Center,137
F01725,Healthcare Facility 1725,Agra,Specialty Center,80
F01726,Healthcare Facility 1726,Bhopal,Clinic,250
F01727,Healthcare Facility 1727,Agra,Diagnostic Center,470
F01728,Healthcare Facility 1728,Gwalior,Clinic,169
F01729,Healthcare Facility 1729,Bhopal,Specialty Center,164
F01730,Healthcare Facility 1730,Jaipur,Hospital,414
F01731,Healthcare Facility 1731,Indore,Clinic,130
F01732,Healthcare Facility 1732,Bhopal,Clinic,186
F01733,Healthcare Facility 1733,Gwalior,Specialty Center,208
F01734,Healthcare Facility 1734,Gwalior,Specialty Center,494
F01735,Healthcare Facility 1735,Gwalior,Specialty Center,68
F01736,Healthcare Facility 1736,Jhansi,Diagnostic Center,126
F01737,Healthcare Facility 1737,Jaipur,Diagnostic Center,112
F01738,Healthcare Facility 1738,Jaipur,Clinic,143
F01739,Healthcare Facility 1739,Indore,Specialty Center,336
F01740,Healthcare Facility 1740,Indore,Clinic,159
F01741,Healthcare Facility 1741,Agra,Hospital,416
F01742,Healthcare Facility 1742,Agra,Specialty Center,333
F01743,Healthcare Facility 1743,Delhi,Diagnostic Center,30
F01744,Healthcare Facility 1744,Indore,Specialty Center,467
F01745,Healthcare Facility 1745,Indore,Clinic,434
F01746,Healthcare Facility 1746,Agra,Diagnostic Center,414
F01747,Healthcare Facility 1747,Gwalior,Hospital,397
F01748,Healthcare Facility 1748,Delhi,Hospital,380
F01749,Healthcare Facility 1749,Indore,Clinic,190
F01750,Healthcare Facility 1750,Gwalior,Specialty Center,55
F01751,Healthcare Facility 1751,Morena,Hospital,149
F01752,Healthcare Facility 1752,Jhansi,Clinic,362
F01753,Healthcare Facility 1753,Indore,Diagnostic Center,80
F01754,Healthcare Facility 1754,Jaipur,Diagnostic Center,439
F01755,Healthcare Facility 1755,Bhopal,Clinic,353
F01756,Healthcare Facility 1756,Morena,Specialty Center,68
F01757,Healthcare Facility 1757,Jaipur,Specialty Center,430
F01758,Healthcare Facility 1758,Jaipur,Specialty Center,415
F01759,Healthcare Facility 1759,Jhansi,Specialty Center,205
F01760,Healthcare Facility 1760,Gwalior,Clinic,240
F01761,Healthcare Facility 1761,Agra,Clinic,25
F01762,Healthcare Facility 1762,Bhopal,Diagnostic Center,319
F01763,Healthcare Facility 1763,Agra,Diagnostic Center,194
F01764,Healthcare Facility 1764,Agra,Specialty Center,298
F01765,Healthcare Facility 1765,Indore,Hospital,390
F01766,Healthcare Facility 1766,Bhopal,Hospital,477
F01767,Healthcare Facility 1767,Bhopal,Diagnostic Center,373
F01768,Healthcare Facility 1768,Morena,Diagnostic Center,383
F01769,Healthcare Facility 1769,Gwalior,Clinic,223
F01770,Healthcare Facility 1770,Agra,Diagnostic Center,115
F01771,Healthcare Facility 1771,Jhansi,Diagnostic Center,301
F01772,Healthcare Facility 1772,Gwalior,Specialty Center,154
F01773,Healthcare Facility 1773,Gwalior,Hospital,435
F01774,Healthcare Facility 1774,Jhansi,Hospital,52
F01775,Healthcare Facility 1775,Indore,Clinic,101
F01776,Healthcare Facility 1776,Delhi,Hospital,167
F01777,Healthcare Facility 1777,Morena,Specialty Center,114
F01778,Healthcare Facility 1778,Agra,Specialty Center,472
F01779,Healthcare Facility 1779,Jaipur,Clinic,499
F01780,Healthcare Facility 1780,Bhopal,Diagnostic Center,455
F01781,Healthcare Facility 1781,Bhopal,Diagnostic Center,189
F01782,Healthcare Facility 1782,Gwalior,Specialty Center,230
F01783,Healthcare Facility 1783,Jhansi,Clinic,404
F01784,Healthcare Facility 1784,Morena,Specialty Center,210
F01785,Healthcare Facility 1785,Morena,Hospital,26
F01786,Healthcare Facility 1786,Agra,Hospital,399
F01787,Healthcare Facility 1787,Agra,Specialty Center,333
F01788,Healthcare Facility 1788,Gwalior,Diagnostic Center,361
F01789,Healthcare Facility 1789,Gwalior,Hospital,453
F01790,Healthcare Facility 1790,Gwalior,Clinic,53
F01791,Healthcare Facility 1791,Delhi,Diagnostic Center,70
F01792,Healthcare Facility 1792,Morena,Hospital,139
F01793,Healthcare Facility 1793,Gwalior,Specialty Center,157
F01794,Healthcare Facility 1794,Indore,Diagnostic Center,386
F01795,Healthcare Facility 1795,Morena,Diagnostic Center,125
F01796,Healthcare Facility 1796,Jaipur,Hospital,301
F01797,Healthcare Facility 1797,Bhopal,Clinic,51
F01798,Healthcare Facility 1798,Bhopal,Hospital,143
F01799,Healthcare Facility 1799,Morena,Hospital,189
F01800,Healthcare Facility 1800,Jaipur,Hospital,494
F01801,Healthcare Facility 1801,Bhopal,Hospital,465
F01802,Healthcare Facility 1802,Bhopal,Hospital,31
F01803,Healthcare Facility 1803,Bhopal,Specialty Center,187
F01804,Healthcare Facility 1804,Agra,Hospital,362
F01805,Healthcare Facility 1805,Jaipur,Clinic,97
F01806,Healthcare Facility 1806,Jhansi,Diagnostic Center,53
F01807,Healthcare Facility 1807,Agra,Specialty Center,228
F01808,Healthcare Facility 1808,Morena,Clinic,345
F01809,Healthcare Facility 1809,Morena,Hospital,430
F01810,Healthcare Facility 1810,Delhi,Clinic,27
F01811,Healthcare Facility 1811,Jhansi,Diagnostic Center,244
F01812,Healthcare Facility 1812,Agra,Clinic,246
F01813,Healthcare Facility 1813,Morena,Hospital,194
F01814,Healthcare Facility 1814,Jhansi,Diagnostic Center,100
F01815,Healthcare Facility 1815,Agra,Hospital,301
F01816,Healthcare Facility 1816,Delhi,Hospital,76
F01817,Healthcare Facility 1817,Morena,Specialty Center,154
F01818,Healthcare Facility 1818,Morena,Diagnostic Center,257
F01819,Healthcare Facility 1819,Morena,Diagnostic Center,491
F01820,Healthcare Facility 1820,Morena,Hospital,236
F01821,Healthcare Facility 1821,Gwalior,Clinic,246
F01822,Healthcare Facility 1822,Jaipur,Diagnostic Center,45
F01823,Healthcare Facility 1823,Jaipur,Clinic,206
F01824,Healthcare Facility 1824,Agra,Clinic,389
F01825,Healthcare Facility 1825,Agra,Diagnostic Center,137
F01826,Healthcare Facility 1826,Jhansi,Clinic,216
F01827,Healthcare Facility 1827,Jhansi,Diagnostic Center,135
F01828,Healthcare Facility 1828,Agra,Specialty Center,322
F01829,Healthcare Facility 1829,Delhi,Diagnostic Center,121
F01830,Healthcare Facility 1830,Indore,Diagnostic Center,399
F01831,Healthcare Facility 1831,Gwalior,Diagnostic Center,182
F01832,Healthcare Facility 1832,Indore,Specialty Center,433
F01833,Healthcare Facility 1833,Agra,Clinic,197
F01834,Healthcare Facility 1834,Jhansi,Specialty Center,492
F01835,Healthcare Facility 1835,Jhansi,Clinic,299
F01836,Healthcare Facility 1836,Agra,Diagnostic Center,305
F01837,Healthcare Facility 1837,Morena,Diagnostic Center,231
F01838,Healthcare Facility 1838,Jhansi,Specialty Center,73
F01839,Healthcare Facility 1839,Indore,Specialty Center,86
F01840,Healthcare Facility 1840,Jhansi,Specialty Center,51
F01841,Healthcare Facility 1841,Morena,Specialty Center,270
F01842,Healthcare Facility 1842,Jhansi,Diagnostic Center,27
F01843,Healthcare Facility 1843,Indore,Diagnostic Center,453
F01844,Healthcare Facility 1844,Indore,Hospital,450
F01845,Healthcare Facility 1845,Morena,Specialty Center,234
F01846,Healthcare Facility 1846,Agra,Specialty Center,65
F01847,Healthcare Facility 1847,Morena,Clinic,99
F01848,Healthcare Facility 1848,Agra,Clinic,54
F01849,Healthcare Facility 1849,Indore,Diagnostic Center,208
F01850,Healthcare Facility 1850,Delhi,Hospital,108
F01851,Healthcare Facility 1851,Delhi,Specialty Center,354
F01852,Healthcare Facility 1852,Bhopal,Hospital,454
F01853,Healthcare Facility 1853,Jhansi,Hospital,466
F01854,Healthcare Facility 1854,Gwalior,Diagnostic Center,155
F01855,Healthcare Facility 1855,Morena,Hospital,53
F01856,Healthcare Facility 1856,Jaipur,Specialty Center,300
F01857,Healthcare Facility 1857,Morena,Diagnostic Center,132
F01858,Healthcare Facility 1858,Gwalior,Hospital,191
F01859,Healthcare Facility 1859,Jhansi,Diagnostic Center,358
F01860,Healthcare Facility 1860,Jhansi,Diagnostic Center,62
F01861,Healthcare Facility 1861,Indore,Clinic,401
F01862,Healthcare Facility 1862,Gwalior,Diagnostic Center,453
F01863,Healthcare Facility 1863,Indore,Hospital,32
F01864,Healthcare Facility 1864,Bhopal,Clinic,193
F01865,Healthcare Facility 1865,Gwalior,Specialty Center,144
F01866,Healthcare Facility 1866,Agra,Specialty Center,351
F01867,Healthcare Facility 1867,Morena,Specialty Center,226
F01868,Healthcare Facility 1868,Gwalior,Specialty Center,362
F01869,Healthcare Facility 1869,Agra,Specialty Center,456
F01870,Healthcare Facility 1870,Gwalior,Hospital,466
F01871,Healthcare Facility 1871,Jaipur,Diagnostic Center,123
F01872,Healthcare Facility 1872,Agra,Clinic,149
F01873,Healthcare Facility 1873,Delhi,Diagnostic Center,59
F01874,Healthcare Facility 1874,Jhansi,Diagnostic Center,42
F01875,Healthcare Facility 1875,Agra,Hospital,271
F01876,Healthcare Facility 1876,Bhopal,Hospital,462
F01877,Healthcare Facility 1877,Indore,Hospital,344
F01878,Healthcare Facility 1878,Agra,Clinic,309
F01879,Healthcare Facility 1879,Gwalior,Hospital,221
F01880,Healthcare Facility 1880,Delhi,Diagnostic Center,174
F01881,Healthcare Facility 1881,Jhansi,Clinic,74
F01882,Healthcare Facility 1882,Jhansi,Hospital,125
F01883,Healthcare Facility 1883,Delhi,Hospital,279
F01884,Healthcare Facility 1884,Agra,Hospital,471
F01885,Healthcare Facility 1885,Gwalior,Diagnostic Center,219
F01886,Healthcare Facility 1886,Jhansi,Hospital,345
F01887,Healthcare Facility 1887,Delhi,Diagnostic Center,236
F01888,Healthcare Facility 1888,Jaipur,Clinic,430
F01889,Healthcare Facility 1889,Agra,Hospital,66
F01890,Healthcare Facility 1890,Agra,Specialty Center,389
F01891,Healthcare Facility 1891,Indore,Specialty Center,136
F01892,Healthcare Facility 1892,Jhansi,Diagnostic Center,393
F01893,Healthcare Facility 1893,Jhansi,Hospital,443
F01894,Healthcare Facility 1894,Jhansi,Hospital,231
F01895,Healthcare Facility 1895,Agra,Specialty Center,174
F01896,Healthcare Facility 1896,Delhi,Clinic,282
F01897,Healthcare Facility 1897,Morena,Clinic,170
F01898,Healthcare Facility 1898,Gwalior,Diagnostic Center,231
F01899,Healthcare Facility 1899,Bhopal,Specialty Center,211
F01900,Healthcare Facility 1900,Bhopal,Diagnostic Center,388
F01901,Healthcare Facility 1901,Jhansi,Diagnostic Center,262
F01902,Healthcare Facility 1902,Gwalior,Clinic,117
F01903,Healthcare Facility 1903,Morena,Specialty Center,48
F01904,Healthcare Facility 1904,Indore,Diagnostic Center,208
F01905,Healthcare Facility 1905,Indore,Clinic,191
F01906,Healthcare Facility 1906,Indore,Clinic,390
F01907,Healthcare Facility 1907,Indore,Hospital,216
F01908,Healthcare Facility 1908,Gwalior,Specialty Center,174
F01909,Healthcare Facility 1909,Agra,Specialty Center,159
F01910,Healthcare Facility 1910,Jaipur,Hospital,420
F01911,Healthcare Facility 1911,Gwalior,Diagnostic Center,312
F01912,Healthcare Facility 1912,Gwalior,Clinic,309
F01913,Healthcare Facility 1913,Jaipur,Clinic,275
F01914,Healthcare Facility 1914,Delhi,Clinic,497
F01915,Healthcare Facility 1915,Bhopal,Hospital,183
F01916,Healthcare Facility 1916,Jhansi,Clinic,153
F01917,Healthcare Facility 1917,Bhopal,Diagnostic Center,371
F01918,Healthcare Facility 1918,Jhansi,Diagnostic Center,435
F01919,Healthcare Facility 1919,Agra,Hospital,348
F01920,Healthcare Facility 1920,Jaipur,Diagnostic Center,397
F01921,Healthcare Facility 1921,Indore,Specialty Center,425
