bed_id,facility_id,department,bed_type,status
B01927,F00109,Orthopedics,General,Occupied
B01928,F00962,Oncology,ICU,Occupied
B01929,F01364,Pediatrics,Emergency,Available
B01930,F00848,Oncology,Private,Occupied
B01931,F01038,Neurology,Private,Occupied
B01932,F00693,Orthopedics,ICU,Available
B01933,F01346,Pediatrics,General,Available
B01934,F01969,Neurology,ICU,Available
B01935,F01808,Dermatology,Private,Occupied
B01936,F00964,Neurology,General,Occupied
B01937,F00043,Dermatology,ICU,Occupied
B01938,F00461,General Medicine,Private,Available
B01939,F01126,Emergency,Private,Occupied
B01940,F01649,Oncology,ICU,Occupied
B01941,F00705,Oncology,Private,Available
B01942,F01033,Dermatology,Emergency,Available
B01943,F00149,Pediatrics,Emergency,Available
B01944,F00338,General Medicine,General,Occupied
B01945,F01003,Neurology,Emergency,Occupied
B01946,F00224,Neurology,Emergency,Occupied
B01947,F01134,Orthopedics,ICU,Occupied
B01948,F00354,General Medicine,General,Available
B01949,F01108,Cardiology,ICU,Occupied
B01950,F00555,Pediatrics,ICU,Occupied
B01951,F00066,Emergency,Emergency,Occupied
B01952,F01412,Dermatology,Emergency,Occupied
B01953,F01915,General Medicine,Private,Occupied
B01954,F00621,Neurology,Private,Available
B01955,F01638,Orthopedics,General,Available
B01956,F01159,Pediatrics,Emergency,Occupied
B01957,F01110,Emergency,Private,Occupied
B01958,F00084,Dermatology,ICU,Available
B01959,F01978,Pediatrics,Emergency,Available
B01960,F00227,Orthopedics,General,Occupied
B01961,F01284,Neurology,General,Occupied
B01962,F00892,Oncology,ICU,Available
B01963,F01013,Dermatology,Private,Occupied
B01964,F00020,Oncology,ICU,Occupied
B01965,F01059,Emergency,Private,Available
B01966,F01889,Cardiology,Emergency,Occupied
B01967,F00755,Orthopedics,General,Available
B01968,F01467,Cardiology,Private,Occupied
B01969,F00941,General Medicine,ICU,Occupied
B01970,F00270,Oncology,Emergency,Available
B01971,F01759,Pediatrics,Private,Occupied
B01972,F00406,Emergency,Emergency,Available
B01973,F01532,Oncology,Emergency,Occupied
B01974,F00304,Neurology,ICU,Occupied
B01975,F01694,Cardiology,ICU,Occupied
B01976,F01309,Neurology,Emergency,Available
B01977,F01572,General Medicine,Emergency,Occupied
B01978,F01009,Cardiology,Private,Occupied
B01979,F00810,Neurology,ICU,Occupied
B01980,F01053,Neurology,Private,Occupied
B01981,F00391,Dermatology,General,Occupied
B01982,F01440,General Medicine,Private,Available
B01983,F01933,Orthopedics,Emergency,Maintenance
B01984,F01791,Emergency,General,Occupied
B01985,F00909,General Medicine,Private,Occupied
B01986,F01974,Cardiology,General,Available
B01987,F00142,Cardiology,ICU,Occupied
B01988,F00646,Pediatrics,Private,Available
B01989,F01680,Neurology,Private,Occupied
B01990,F00809,Emergency,ICU,Occupied
B01991,F00948,Cardiology,Private,Maintenance
B01992,F01904,Orthopedics,General,Occupied
B01993,F01365,Orthopedics,ICU,Occupied
B01994,F00245,General Medicine,General,Occupied
B01995,F00766,Oncology,Private,Available
B01996,F00876,Cardiology,Private,Occupied
B01997,F00912,Emergency,Private,Available
B01998,F01029,Emergency,Private,Available
B01999,F00920,Oncology,General,Maintenance
B02000,F00939,Cardiology,Private,Available
